,name,link,price,description,date_collected,image_link,in_stock,details
116,Costières de Nîmes 2017 Mary Taylor,https://www.kingscountywines.com/costieres-de-nimes-2017-mary-taylor.html,17.99,"Fresh, deep fruit with plush tannins. American lady-made in France.",2020-02-10 22:52:30.523165,https://cdn.shoplightspeed.com/shops/603808/files/13023397/costieres-de-nimes-2017-mary-taylor.jpg,In stock,null
117,Pagliaro Sagrantino Secco di Montefalco 2012 Paolo Bea,https://www.kingscountywines.com/pagliaro-sagrantino-secco-di-montefalco-2012-paolo.html,99.99,null,2020-02-10 22:52:30.708051,https://cdn.shoplightspeed.com/shops/603808/files/13022333/pagliaro-sagrantino-secco-di-montefalco-2012-paolo.jpg,null,null
118,Vinho Verde Single Vineyard 2018 Asnella,https://www.kingscountywines.com/vinho-verde-single-vineyard-2017-asnella.html,17.99,"Sophisticated, still Vinho Verde. Estate fruit. Dry, lime-zesty, mineral.",2020-02-10 22:52:30.942810,https://cdn.shoplightspeed.com/shops/603808/files/13023764/vinho-verde-single-vineyard-2018-asnella.jpg,In stock,null
119,Piquepoul Noir Cocoriko 2018 La Grangette,https://www.kingscountywines.com/piquepoul-noir-cocoriko-2018-la-grangette.html,17.99,"Lavendery, violetty, not-too-heavy, great with poultry. Of course.",2020-02-10 22:52:31.159650,https://cdn.shoplightspeed.com/shops/603808/files/14217020/piquepoul-noir-cocoriko-2018-la-grangette.jpg,In stock,null
120,Aglianico del Vulture 2013 D'Angelo,https://www.kingscountywines.com/aglianico-del-vulture-2013-dangelo.html,21.99,"Aglianico is Basilicata's answer to Barolo. Firm and bold, but finessed.",2020-02-10 22:52:31.585906,https://cdn.shoplightspeed.com/shops/603808/files/13010882/aglianico-del-vulture-2013-dangelo.jpg,In stock,null
121,G de Guiraud 2016 Château Guiraud,https://www.kingscountywines.com/g-de-guiraud-2016-chateau-guiraud.html,20.99,"Bordeaux blanc, big on semillon. Textured, lush, dry.",2020-02-10 22:52:31.792269,https://cdn.shoplightspeed.com/shops/603808/files/14187858/g-de-guiraud-2016-chateau-guiraud.jpg,In stock,null
122,Paleokerisio 500ml 2018 Glinavos,https://www.kingscountywines.com/paleokorisio-500ml-2016-glinavos.html,14.99,"Pop-top, sparkly orange wine from Greece's northwest. Super fun.",2020-02-10 22:52:32.005669,https://cdn.shoplightspeed.com/shops/603808/files/12923665/paleokerisio-500ml-2018-glinavos.jpg,In stock,null
123,Friulano 2018 Ronchi di Cialla,https://www.kingscountywines.com/friulano-2018-ronchi-di-cialla.html,22.99,White from a hip Friuli polyculture pioneer. Nose suggests yellow plum.,2020-02-10 22:52:32.201622,https://cdn.shoplightspeed.com/shops/603808/files/17597142/friulano-2018-ronchi-di-cialla.jpg,In stock,null
124,Chardonnay 2017 Strangeways,https://www.kingscountywines.com/strangeways-2016-chardonnay.html,13.99,"Oaky, buttery chardonnay, sustainably farmed.  Have a good book club.",2020-02-10 22:52:32.493352,https://cdn.shoplightspeed.com/shops/603808/files/13611187/chardonnay-2017-strangeways.jpg,In stock,null
125,Cabernet Sauvignon 2016 Grapesmith & Crusher,https://www.kingscountywines.com/cabernet-sauvignon-2015-grapesmith-crusher.html,16.99,"Deep, cassis-y cabernet.",2020-02-10 22:52:32.697337,https://cdn.shoplightspeed.com/shops/603808/files/13605327/cabernet-sauvignon-2016-grapesmith-crusher.jpg,In stock,null
126,Sauvignon Blanc 3L 2018 Maison Cubi,https://www.kingscountywines.com/sauvignon-blanc-3l-2018-maison-cubi.html,29.99,Kickass Loire Sancerre-style drinkability.  Get it.,2020-02-10 22:52:32.890634,https://cdn.shoplightspeed.com/shops/603808/files/13605717/sauvignon-blanc-3l-2018-maison-cubi.jpg,In stock,null
127,Cava Brut Nature NV Camps d'Estels,https://www.kingscountywines.com/cava-brut-nature-nv-camps-destels.html,12.99,"Bone-dry, refreshing cava at a nice price.  Party on.",2020-02-10 22:52:33.140469,https://cdn.shoplightspeed.com/shops/603808/files/13588306/cava-brut-nature-nv-camps-destels.jpg,In stock,null
128,Syrah 2016 Noble Hill,https://www.kingscountywines.com/syrah-2016-noble-hill.html,17.99,"Peppery, pure syrah from an organic producer.  Varietally correct!  And delicious!",2020-02-10 22:52:33.359273,https://cdn.shoplightspeed.com/shops/603808/files/13611092/syrah-2016-noble-hill.jpg,In stock,null
129,Bordeaux Blend NV Rosemont of Virginia,https://www.kingscountywines.com/bordeaux-blend-nv-rosemont-of-virginia.html,14.99,"Shockingly sophisticated, elegant, roasty sipper. Virginia is for lovers.",2020-02-10 22:52:33.565201,https://cdn.shoplightspeed.com/shops/603808/files/14242600/bordeaux-blend-nv-rosemont-of-virginia.jpg,In stock,null
130,Refosco 2016 Redentore,https://www.kingscountywines.com/refosco-2016-redentore.html,18.99,"Deeply tea-y, chocolate-scented native grape. No SO2.",2020-02-10 22:52:33.792559,https://cdn.shoplightspeed.com/shops/603808/files/13614107/refosco-2016-redentore.jpg,In stock,null
131,Crozes-Hermitage 2016 Laurent Habrard,https://www.kingscountywines.com/crozes-hermitage-2016-laurent-habrard.html,24.99,"Biodynamic syrah. Smooth, soft, bacony.",2020-02-10 22:52:34.037474,https://cdn.shoplightspeed.com/shops/603808/files/15879119/crozes-hermitage-2016-laurent-habrard.jpg,In stock,null
132,Merlot 2017 Je Déteste Merlot,https://www.kingscountywines.com/merlot-2016-je-deteste-merlot.html,12.99,Sumptuous merlot for a song. Merlot is in. Drink the merlot.,2020-02-10 22:52:34.315431,https://cdn.shoplightspeed.com/shops/603808/files/14039236/merlot-2017-je-deteste-merlot.jpg,In stock,null
133,Cabernet Sauvignon 2017 The Fableist,https://www.kingscountywines.com/cabernet-sauvignon-2016-the-fableist.html,25.99,"Excellent Paso cab.  Soft tannic structure, not jammy.  Organic.",2020-02-10 22:52:34.504940,https://cdn.shoplightspeed.com/shops/603808/files/13611229/cabernet-sauvignon-2017-the-fableist.jpg,In stock,null
134,"Dornfelder ""Basisrot"" 2017 Weinreich",https://www.kingscountywines.com/dornfelder-basisrot-2016-weinreich.html,12.99,"Bright, fresh, fun red for a song. Dry, organic. Jawohl!",2020-02-10 22:52:34.715642,https://cdn.shoplightspeed.com/shops/603808/files/13595463/dornfelder-basisrot-2017-weinreich.jpg,In stock,null
135,"Tinto ""Carne"" 3L Bienbebido",https://www.kingscountywines.com/tinto-carne-3l-bienbebido.html,29.99,100% garnacha box o' fun.,2020-02-10 22:52:34.922258,https://cdn.shoplightspeed.com/shops/603808/files/13605359/tinto-carne-3l-bienbebido.jpg,In stock,null
136,Merlot  Alexander Valley 2017 Taft Street Winery,https://www.kingscountywines.com/merlot-alexander-valley-2017-taft-street-winery.html,18.99,"Cooler-climate, Bordeaux-reminiscent, buxom beauty. Natural ferment.",2020-02-10 22:52:35.152118,https://cdn.shoplightspeed.com/shops/603808/files/13034700/merlot-alexander-valley-2017-taft-street-winery.jpg,In stock,null
137,Riesling GG Uhlen R 2014 Heymann-Lowenstein,https://www.kingscountywines.com/riesling-gg-uhlen-r-2014-heymann-lowenstein.html,81.99,null,2020-02-10 22:52:35.368989,https://cdn.shoplightspeed.com/shops/603808/files/13611275/riesling-gg-uhlen-r-2014-heymann-lowenstein.jpg,Out of stock,null
138,Pinot Noir 2017 Folly of the Beast,https://www.kingscountywines.com/pinot-noir-2016-folly-of-the-beast.html,16.99,"Juicy crowd-pleaser. Cherry, fresh herbs, vanilla. Vegan.",2020-02-10 22:52:35.592424,https://cdn.shoplightspeed.com/shops/603808/files/13606224/pinot-noir-2017-folly-of-the-beast.jpg,In stock,null
139,Barolo Brea 2013 Brovia,https://www.kingscountywines.com/barolo-brea-2013-brovia.html,89.99,null,2020-02-10 22:52:35.781646,https://cdn.shoplightspeed.com/shops/603808/files/13595634/barolo-brea-2013-brovia.jpg,Out of stock,null
140,Sciaccarelu '1769' 2015 Clos Venturi,https://www.kingscountywines.com/sciaccarelu-1769-2015-clos-venturi.html,24.99,Native grape with pinot-noir tendencies. Biodynamic.,2020-02-10 22:52:36.027868,https://cdn.shoplightspeed.com/shops/603808/files/14235494/sciaccarelu-1769-2015-clos-venturi.jpg,In stock,null
141,Riesling 2017 Red Newt,https://www.kingscountywines.com/circle-riesling-2017-red-newt.html,12.99,"A local, amabile off-dry Riesling. Great for small game birds ;)",2020-02-10 22:52:36.228667,https://cdn.shoplightspeed.com/shops/603808/files/14256287/riesling-2017-red-newt.jpg,In stock,null
142,Barolo 2010 Luigi Oddero,https://www.kingscountywines.com/barolo-2010-luigi-oddero.html,44.99,Famously smooth La Morra Barolo made by a famous family.,2020-02-10 22:52:36.449294,https://cdn.shoplightspeed.com/shops/603808/files/16657911/barolo-2010-luigi-oddero.jpg,In stock,null
143,Rouge 3L 2017 Hérisson,https://www.kingscountywines.com/rouge-3l-2017-herisson.html,29.99,Gamay/pinot noir from Burgundy. Keep it in your fridge. Unbelievable.,2020-02-10 22:52:36.647696,https://cdn.shoplightspeed.com/shops/603808/files/14207617/rouge-3l-2017-herisson.jpg,In stock,null
144,Chardonnay 2017 Three Rivers Winery,https://www.kingscountywines.com/chardonnay-2014-three-rivers-winery.html,13.99,"All-stainless chardonnay. Creamy but not oaky, well-priced. Drink up.",2020-02-10 22:52:37.047918,https://cdn.shoplightspeed.com/shops/603808/files/13010858/chardonnay-2017-three-rivers-winery.jpg,In stock,null
145,Riesling 2017 Michel Nartz,https://www.kingscountywines.com/riesling-2017-michel-nartz.html,15.99,"Pleasantly peachy nose, wet stone finish. Go Nartz!",2020-02-10 22:52:37.245376,https://cdn.shoplightspeed.com/shops/603808/files/13010852/riesling-2017-michel-nartz.jpg,In stock,null
146,À Côté 2016 Domaine Charvin,https://www.kingscountywines.com/a-cote-2016-domaine-charvin.html,15.99,Châteauneuf maker's everyday wine. Tastes above everyday.,2020-02-10 22:52:37.462569,https://cdn.shoplightspeed.com/shops/603808/files/12923645/a-cote-2016-domaine-charvin.jpg,In stock,null
147,Albarino “Saira” 2017 Raimat,https://www.kingscountywines.com/copy-of-albarino-saira-2016-raimat.html,13.99,Briskly mineral bargain white. Sustainable! Great with sushi.,2020-02-10 22:52:37.671837,https://cdn.shoplightspeed.com/shops/603808/files/12923654/albarino-saira-2017-raimat.jpg,In stock,null
148,Falanghina Colline Teatine 2016 Di Sipio,https://www.kingscountywines.com/falanghina-colline-teatine-2016-disipio.html,18.99,"Crisp acidity, green banana & citrus aromas. Fresh. Organic.",2020-02-10 22:52:37.858904,https://cdn.shoplightspeed.com/shops/603808/files/13010860/falanghina-colline-teatine-2016-di-sipio.jpg,In stock,null
149,Valpolicella Superiore 2013 Villa San Carlo,https://www.kingscountywines.com/valpolicella-2016-villa-san-carlo.html,26.99,"Toasty, cherry-&-pipe-tobacco Valpo.",2020-02-10 22:52:38.053429,https://cdn.shoplightspeed.com/shops/603808/files/16173973/valpolicella-superiore-2013-villa-san-carlo.jpg,In stock,null
150,"Bonarda ""Serie A"" 2016 Zuccardi",https://www.kingscountywines.com/bonarda-serie-a-2016-zuccardi.html,14.99,Argentina's OTHER red grape. Smells like blueberry pie & peonies.,2020-02-10 22:52:38.256256,https://cdn.shoplightspeed.com/shops/603808/files/14039551/bonarda-serie-a-2016-zuccardi.jpg,In stock,null
151,"Champagne ""Pol Gardere"" NV Gardet",https://www.kingscountywines.com/champagne-pol-gardere-nv-gardet.html,34.99,"Very savory, mineral blanc de noirs from a very old Champers house.",2020-02-10 22:52:38.474495,https://cdn.shoplightspeed.com/shops/603808/files/17597085/champagne-pol-gardere-nv-gardet.jpg,In stock,null
152,Rosado Ananto 3L 2018 Sierra Norte,https://www.kingscountywines.com/rosado-ananto-3l-2017-sierra-norte.html,29.99,"Organic. Spanish, Dry. Drink it Now. High Chroma Pink Rosé.",2020-02-10 22:52:38.696484,https://cdn.shoplightspeed.com/shops/603808/files/12923714/rosado-ananto-3l-2018-sierra-norte.jpg,In stock,null
153,Moscato di Pavia 2017 Centorri,https://www.kingscountywines.com/moscato-di-pavia-2017-centorri.html,13.99,Sweet apricot honey orange flower fizzoink.,2020-02-10 22:52:38.961918,https://cdn.shoplightspeed.com/shops/603808/files/14221114/moscato-di-pavia-2017-centorri.jpg,In stock,null
154,Semillon Margaret River 2017 Ashbrook Estate,https://www.kingscountywines.com/semillon-margaret-river-2017-asbrook-estate.html,19.99,"Crisp, clean, cold. Herbal, with lemon curd stuff going on. Good.",2020-02-10 22:52:39.161090,https://cdn.shoplightspeed.com/shops/603808/files/14237690/semillon-margaret-river-2017-ashbrook-estate.jpg,In stock,null
155,"Pelaverga ""Basadone"" 2018 Verduno",https://www.kingscountywines.com/pelaverga-basadone-2017-verduno.html,23.99,Rare grape from Barolo. Soft & juicy; freesia & white pepper.,2020-02-10 22:52:39.350845,https://cdn.shoplightspeed.com/shops/603808/files/15879145/pelaverga-basadone-2018-verduno.jpg,In stock,null
156,Chardonnay 2018 Aslina by Ntsiki Biyela,https://www.kingscountywines.com/chardonnay-2017-aslina-by-ntsiki-biyela.html,19.99,"South African chardonnay, a year in French oak. Burgundian restraint, woman-made.",2020-02-10 22:52:39.552144,https://cdn.shoplightspeed.com/shops/603808/files/13034684/chardonnay-2018-aslina-by-ntsiki-biyela.jpg,In stock,null
157,"Itata ""El Túnel"" 2017 Leonardo Erazo",https://www.kingscountywines.com/cinsault-el-tunel-2016-leonardo-erazo.html,19.99,"Juicy, thirst-quenching cinsault from Itata Valley, the new cool thing.",2020-02-10 22:52:39.739377,https://cdn.shoplightspeed.com/shops/603808/files/13594210/itata-el-tunel-2017-leonardo-erazo.jpg,In stock,null
158,Vinho Verde 2018 Veve,https://www.kingscountywines.com/vinho-verde-2017-veve.html,9.99,"Hand-harvested, estate fruit. Delicate, perfumed, saline, ridicledogs.",2020-02-10 22:52:39.939829,https://cdn.shoplightspeed.com/shops/603808/files/14368073/vinho-verde-2018-veve.jpg,In stock,null
159,Vin de Savoie 2018 Jean Vullien,https://www.kingscountywines.com/vin-de-savoie-2017-jean-vullien.html,14.99,"Dry jacquère from the French Alps. Jasmine, lemons, meadow.",2020-02-10 22:52:40.135418,https://cdn.shoplightspeed.com/shops/603808/files/13033283/vin-de-savoie-2018-jean-vullien.jpg,In stock,null
160,Merlot 2016 Keuka Spring,https://www.kingscountywines.com/merlot-2016-keuka-spring.html,20.99,"Clean, clear, unoaked Merlot. Fresh, lively, and so so good.",2020-02-10 22:52:40.325460,https://cdn.shoplightspeed.com/shops/603808/files/12923443/merlot-2016-keuka-spring.jpg,In stock,null
161,"Sangria ""Limonada"" NV Palacio de Canedo",https://www.kingscountywines.com/sangria-limonada-nv-palacio-de-canedo.html,14.99,"Cinnamon & lemons & oranges & mencia. A natural, crushable treat.",2020-02-10 22:52:40.506746,https://cdn.shoplightspeed.com/shops/603808/files/13034981/sangria-limonada-nv-palacio-de-canedo.jpg,In stock,null
162,Anjou Blanc 2018 Domaine de Clayou,https://www.kingscountywines.com/anjou-blanc-2017-domaine-de-clayou.html,14.99,"Dry chenin. Orange flower, wintergreen, yellow plum. Yum.",2020-02-10 22:52:40.721861,https://cdn.shoplightspeed.com/shops/603808/files/14235071/anjou-blanc-2018-domaine-de-clayou.jpg,In stock,null
163,"Pinot Noir ""Golden"" 2017 Folktale*",https://www.kingscountywines.com/pinot-noir-2017-golden.html,16.99,"Estate fruit pinot noir, not too chunky, very impressive.",2020-02-10 22:52:40.913057,https://cdn.shoplightspeed.com/shops/603808/files/12935085/pinot-noir-golden-2017-folktale.jpg,In stock,null
164,Shiraz HP Hydraulic Press 2016 David Franz,https://www.kingscountywines.com/shiraz-h-p-2016-david-franz.html,25.99,"Classic bold flavors; rare delicacy. Meaty, plummy, spicy. Intricate.",2020-02-10 22:52:41.121186,https://cdn.shoplightspeed.com/shops/603808/files/13023741/shiraz-hp-hydraulic-press-2016-david-franz.jpg,In stock,null
165,Graves La Raison 2010 Chateau des Fougères,https://www.kingscountywines.com/graves-rouge-2010-chateau-des-fougeres.html,27.99,Cab-driven left-bank Bordeaux. Woman-made. Pretty amazing.,2020-02-10 22:52:41.317950,https://cdn.shoplightspeed.com/shops/603808/files/12896667/graves-la-raison-2010-chateau-des-fougeres.jpg,In stock,null
166,La P'tite Folie NV Brosseau-Vincent*,https://www.kingscountywines.com/la-ptite-folie-nv-brosseau-vincent.html,19.99,Champagne-method sparkling Melon de Bourgogne. Oyster bubbles.,2020-02-10 22:52:41.514834,https://cdn.shoplightspeed.com/shops/603808/files/12898086/la-ptite-folie-nv-brosseau-vincent.jpg,In stock,null
167,Primo Segno 2015 Villa Venti,https://www.kingscountywines.com/primo-segno-2015-villa-venti.html,25.99,"Ocean-breeze nosed, elegant sangiovese from not-Tuscany.",2020-02-10 22:52:41.726178,https://cdn.shoplightspeed.com/shops/603808/files/15878384/primo-segno-2015-villa-venti.jpg,In stock,null
168,Chablis 1.5L 2018 Jean-Marc Brocard,https://www.kingscountywines.com/chablis-15l-2018-jean-marc-brocard.html,51.99,Chalky laserbeam Chablis is better outta mags.,2020-02-10 22:52:42.154235,https://cdn.shoplightspeed.com/shops/603808/files/16700370/chablis-15l-2018-jean-marc-brocard.jpg,In stock,null
169,C-d-P Tradition 750ml 2016 Bois de Boursan,https://www.kingscountywines.com/chateauneuf-du-pape-tradition-750ml-2016-bois-de-b.html,45.99,"All thirteen grapes! 50+ year vines, organic. The real deal.",2020-02-10 22:52:42.338968,https://cdn.shoplightspeed.com/shops/603808/files/16289937/chateauneuf-du-pape-tradition-750ml-2016-bois-de-b.jpg,In stock,null
170,Carema Classico 2015 Produttori di Carema,https://www.kingscountywines.com/carema-classico-2015-produttori-di-carema.html,25.99,"High-up nebby. Classic amber, with nuts & toffee & all that. Great.",2020-02-10 22:52:42.538158,https://cdn.shoplightspeed.com/shops/603808/files/16295611/carema-classico-2015-produttori-di-carema.jpg,In stock,null
171,Gattinara 2015 Nervi,https://www.kingscountywines.com/gattinara-2015-nervi.html,53.99,Alpine Piedmont's tiny nebbiolo zone. Silky & fine. Finishes forever.,2020-02-10 22:52:42.728835,https://cdn.shoplightspeed.com/shops/603808/files/16306030/gattinara-2015-nervi.jpg,In stock,null
172,Monthélie Villages 2016 Florent Garaudet,https://www.kingscountywines.com/monthelie-villages-2016-florent-garaudet.html,42.99,"Complex, with powerful black cherry aromatics, exotic spice, and hints of earth.",2020-02-10 22:52:42.961127,https://cdn.shoplightspeed.com/shops/603808/files/16305997/monthelie-villages-vieilles-vignes-2016-florent-ga.jpg,In stock,null
173,Grignolino d’Asti 2018 Gianni Doglia,https://www.kingscountywines.com/grignolino-dasti-2018-gianni-doglia.html,17.99,"Pale yet intense Piedmont red. Strawberry fruit, purple flowers. So good!",2020-02-10 22:52:43.154341,https://cdn.shoplightspeed.com/shops/603808/files/16306038/grignolino-dasti-2018-gianni-doglia.jpg,In stock,null
174,Zinfandel Amador County 2014 Easton,https://www.kingscountywines.com/zinfandel-amador-county-2014-easton.html,21.99,"Dry-farmed zinfandel. Balanced, but pleasantly explosive.",2020-02-10 22:52:43.351910,https://cdn.shoplightspeed.com/shops/603808/files/16306017/zinfandel-amador-county-2014-easton.jpg,In stock,null
175,Vacqueyras 2017 Domaine les Ondines,https://www.kingscountywines.com/vacqueyras-2017-domaine-les-ondines.html,22.99,"Shapely, curvy grenache/syrah/cinsault. Poised southern Rhône.",2020-02-10 22:52:43.586860,https://cdn.shoplightspeed.com/shops/603808/files/16305963/vacqueyras-2017-domaine-les-ondines.jpg,In stock,null
176,Mercurey 1er Cru Clos Tonnerre 2017 Juillot,https://www.kingscountywines.com/mercurey-1es-cru-clos-tonniere-2017-domaine-michel.html,32.99,"Better than Côte d'Or at twice the price. Umami, balance, satisfaction.",2020-02-10 22:52:43.803028,https://cdn.shoplightspeed.com/shops/603808/files/16305984/mercurey-premier-cru-clos-tonnerre-2017-domaine-mi.jpg,In stock,null
177,Ploussard 2018 Domaine de Saint Pierre,https://www.kingscountywines.com/ploussard-2018-domaine-de-saint-pierre.html,44.99,Jura's signature red. Light but long; cranberry with a piney lift. Wow.,2020-02-10 22:52:44.009377,https://cdn.shoplightspeed.com/shops/603808/files/16295588/ploussard-2018-domaine-de-saint-pierre.jpg,In stock,null
178,Toscana Rosso 2016 3L Massoferrato,https://www.kingscountywines.com/toscana-rosso-2016-3l-massoferrato.html,29.99,"Sangiovese of your dreams, in the size of your dreams. Dream big.",2020-02-10 22:52:44.207387,https://cdn.shoplightspeed.com/shops/603808/files/16173267/toscana-rosso-2016-3l-massoferrato.jpg,In stock,"STAFF PICK!So you need a lot of wine for not so much money? Large format wine options extend beyond the bottles of magnums and jeroboams popular in the city’s hottest restaurants. If you trust your wine store (which you totally do), consider the humble bag-in-box option, an environmentally friendly marvel that keeps 3 liters of wine aka, 4 bottles, fresh for a few weeks after you open it. Specifically consider this Massoferrato Toscana which is 100% Sangiovese, the grape you know and love from Chianti. This stuff comes from Emilia-Romagna, which is a little northeast of Tuscany. It’s dry and sturdy with a nice aroma of cherry and a little savory edge. The first day you open it the wine might be a little tight, but my advice for this and all boxed wines is to decant from the box into a carafe before service. Not only does it class things up, but it gives the wine a chance to breathe a little as well. –Tammie"
179,Pinot Gris Zellenberg 2016 Marc Tempé,https://www.kingscountywines.com/pinot-gris-zellenberg-2016-marc-tempe.html,30.99,"Two-year lees-aged pinot gris. Plenty of texture, depth. Stunning.",2020-02-10 22:52:44.455789,https://cdn.shoplightspeed.com/shops/603808/files/16076905/pinot-gris-zellenberg-2016-marc-tempe.jpg,In stock,null
180,"Gamay ""Clos du Puy"" 2017 Dom. Pothiers",https://www.kingscountywines.com/gamay-clos-du-puy-2017-domaine-des-pothiers.html,23.99,"Dreamy Loire Valley gamay. Sturdy, dense, peppery.",2020-02-10 22:52:44.637657,https://cdn.shoplightspeed.com/shops/603808/files/16076698/gamay-clos-du-puy-2017-domaine-des-pothiers.jpg,In stock,null
181,Sincronia 2018 Mesquida Mora,https://www.kingscountywines.com/sincronia-2018-mesquida-mora.html,25.99,"Thymey, cherry fun Mallorca. You can almost hear seagulls.",2020-02-10 22:52:44.843582,https://cdn.shoplightspeed.com/shops/603808/files/16014394/sincronia-2018-mesquida-mora.jpg,In stock,null
182,Champagne Brut Réserve NV Bouché Père et Fils,https://www.kingscountywines.com/champagne-brut-reserve-nv-pere-et-fils.html,36.99,"Toasted brioche, sautéed mushroom. Soft, creamy, celebratory.",2020-02-10 22:52:45.084606,https://cdn.shoplightspeed.com/shops/603808/files/16076664/champagne-brut-reserve-nv-bouche-pere-et-fils.jpg,In stock,null
183,Garnacha Volandera 2018 La Calandria,https://www.kingscountywines.com/garnacha-volandera-2018-la-calandria.html,17.99,Strawberries and wild mountain thyme. Enjoy with almost anything.,2020-02-10 22:52:45.298464,https://cdn.shoplightspeed.com/shops/603808/files/16173472/garnacha-volandera-2018-la-calandria.jpg,In stock,"STAFF PICK!We carry many bottles of Garnacha, as well as Garnacha blends, so when we choose to bring in a new one, it really is crucial that it WOWs us. The most basic quality of this common grape is that it’s always gonna taste big and juicy. Not only does the Volandera rise to the expectation we are all looking for with that textbook Garnacha flavor, but it also soars to a whole new level of lip-smacking late-night goodness. Completely ignoring the unique design of the bottle, this deep, fruity red wine is bound to stand up and stand out during any of these (highly anticipated!) chilly October nights.–Jake"
184,Kosher Kiddush Sweet Red NV Queen Esther,https://www.kingscountywines.com/kosher-kiddush-sweet-red-nv-queen-esther.html,12.99,"Like Manischewitz, but better.",2020-02-10 22:52:45.506171,https://cdn.shoplightspeed.com/shops/603808/files/16076863/kosher-kiddush-sweet-red-nv-queen-esther.jpg,In stock,null
185,Bourgueil 2018 Domaine du Bel Air,https://www.kingscountywines.com/bourgueil-2018-domaine-du-bel-air.html,17.99,"Gritty, mineral cabernet franc. Salty pork, graphite. Oomph.",2020-02-10 22:52:45.756464,https://cdn.shoplightspeed.com/shops/603808/files/16076657/bourgueil-2018-domaine-du-bel-air.jpg,In stock,"STAFF PICK!We are entering colder weather (in theory), it’s time to ease our way into something a little cozier… Cabernet franc from Bourgueil is a bold, often gritty and austere, wine that should compliment the soon-to-be changing foliage and brisk air. This is a wine with chutzpah, somewhat sweaty and salty, with light aromas of roasted bell pepper. While relatively dense, the wine balances its graphite-y profile with lovely tannin and acid. Would kill with any red or gamey meat, or even just alone, on your couch, with good company (oneself can also be considered good company, if not great). Enjoy.–Graham"
186,Rosso di Montalcino 2017 Caprili,https://www.kingscountywines.com/rosso-di-montalcino-2017-caprili.html,23.99,"Old-school Montalcino. Soft, ripe, broad palate. Slavonian oak.",2020-02-10 22:52:45.976457,https://cdn.shoplightspeed.com/shops/603808/files/16076926/rosso-di-montalcino-2017-caprili.jpg,In stock,null
187,Lacrima di Morro d'Alba 2018 Velenosi,https://www.kingscountywines.com/lacrima-di-morro-dalba-2018-velenosi.html,17.99,"Plush fruit, floral nose. Reminiscent of blueberry yoghurt. Kills w/ spice.",2020-02-10 22:52:46.208841,https://cdn.shoplightspeed.com/shops/603808/files/16076869/lacrima-di-morro-dalba-2018-velenosi.jpg,In stock,null
188,"Albariño ""Rorick Heritage"" 2018 Etxea",https://www.kingscountywines.com/albarino-rorick-heritage-2018-etxea.html,33.99,"Fresh, zippy, mineral. Shows some refreshing pear, bone dry.",2020-02-10 22:52:46.394184,https://cdn.shoplightspeed.com/shops/603808/files/16076641/albarino-rorick-heritage-2018-etxea.jpg,In stock,null
189,Zinfandel 2017 The People's Wine Co.,https://www.kingscountywines.com/zinfandel-2017-the-peoples-wine-co.html,12.99,"Big textbook zin. Winery proceeds go to legal charities, so drink up.",2020-02-10 22:52:46.586623,https://cdn.shoplightspeed.com/shops/603808/files/15878472/zinfandel-2017-the-peoples-wine-co.jpg,In stock,null
190,Chassagne-Montrachet Rouge VV 2015 Pillot,https://www.kingscountywines.com/chassagne-montrachet-rouge-2015-pillot.html,39.99,"Soy sauce, bay leaf, lilac. Friendly, approachable, real fancy.",2020-02-10 22:52:46.810648,https://cdn.shoplightspeed.com/shops/603808/files/16289598/chassagne-montrachet-rouge-mes-vieilles-vignes-201.jpg,In stock,null
191,Greco Mastro 2017 Mastroberardino*,https://www.kingscountywines.com/greco-mastro-2017-mastroberardino.html,13.99,"Lean, refreshing, white cherry & meringue-scented pounder.",2020-02-10 22:52:47.004953,https://cdn.shoplightspeed.com/shops/603808/files/15948831/greco-mastro-2017-mastroberardino.jpg,In stock,null
192,Larkan White 375mL 2018 Larkin,https://www.kingscountywines.com/larkan-white-375ml-2018-larkin.html,13.99,"Napa sauvignon blanc, so, obviously.",2020-02-10 22:52:47.538534,https://cdn.shoplightspeed.com/shops/603808/files/17597318/larkan-white-375ml-2018-larkin.jpg,In stock,null
193,Larkan Red 375mL 2017 Larkin,https://www.kingscountywines.com/larkan-red-375ml-2017-larkin.html,13.99,Put a little Napa red blend in your can.,2020-02-10 22:52:47.776227,https://cdn.shoplightspeed.com/shops/603808/files/17597247/larkan-red-375ml-2017-larkin.jpg,In stock,null
194,Champagne Brut 375mL NV Montaudon,https://www.kingscountywines.com/champagne-brut-375ml-nv-montaudon.html,23.99,"You're a winner, baby.",2020-02-10 22:52:47.954804,https://cdn.shoplightspeed.com/shops/603808/files/17597090/champagne-brut-375ml-nv-montaudon.jpg,In stock,null
195,Brut Rosé NV Billecarte-Salmon,https://www.kingscountywines.com/billecarte-salmon-nv-brut-rose.html,78.99,Legendary.,2020-02-10 22:52:48.194847,https://cdn.shoplightspeed.com/shops/603808/files/17597063/brut-rose-nv-billecarte-salmon.jpg,In stock,null
196,Cabernet Sauvignon 2018 Shannon Ridge,https://www.kingscountywines.com/cabernet-sauvignon-2018-shannon-ridge.html,14.99,"Well-made, cassis & toasted marshmallow-scented Cab. Bang for buck great.",2020-02-10 22:52:48.378718,https://cdn.shoplightspeed.com/shops/603808/files/17437093/cabernet-sauvignon-2018-shannon-ridge.jpg,In stock,null
