,name,link,price,description,date_collected,image_link,in_stock,details
34,Reserve della Contessa 2017 Manincor,https://www.kingscountywines.com/reserve-della-contessa-2017-manincor.html,25.99,From Alto Adige. Pitch perfect & crystal clear alpine white.,2020-02-10 22:52:11.841694,https://cdn.shoplightspeed.com/shops/603808/files/14088179/reserve-della-contessa-2017-manincor.jpg,In stock,null
35,La Gazzella 2014 Ezio Voyat,https://www.kingscountywines.com/la-gazzella-2014-ezio-voyat.html,29.99,Legendary alpine dry white. Redolant with jasmine & oranges. Unforgettable.,2020-02-10 22:52:12.059941,https://cdn.shoplightspeed.com/shops/603808/files/14088216/la-gazzella-2014-ezio-voyat.jpg,In stock,null
36,Côtes de Gascogne 2018 La Teuf,https://www.kingscountywines.com/cotes-de-gascogne-2018-la-teuf.html,13.99,"Fresh, juicy, aromatic white from the South of France. Summertime.",2020-02-10 22:52:12.250468,https://cdn.shoplightspeed.com/shops/603808/files/16015150/cotes-de-gascogne-2018-la-teuf.jpg,In stock,null
37,Riesling 1000L 2018 Julian Haart,https://www.kingscountywines.com/riesling-1000l-2018-julian-haart.html,22.99,"Precise, fuder-fermented dry riesling from a wizard Mosel producer.",2020-02-10 22:52:12.449932,https://cdn.shoplightspeed.com/shops/603808/files/14199012/riesling-1000l-2018-julian-haart.jpg,In stock,null
38,Revolution White NV Johannes Zillinger,https://www.kingscountywines.com/revolution-white-nv-johannes-zillinger.html,25.99,"Amphora! Solera! Cofermented! Unfined/filtered! Soft, round, heaven.",2020-02-10 22:52:12.631910,https://cdn.shoplightspeed.com/shops/603808/files/14198722/revolution-white-nv-johannes-zillinger.jpg,In stock,null
39,Chardonnay 2017 Nathan K.,https://www.kingscountywines.com/chardonnay-2017-nathan-k.html,28.99,"Dazzlingly Burgundian, savory & complex chard from WNY. Great.",2020-02-10 22:52:12.829877,https://cdn.shoplightspeed.com/shops/603808/files/14189104/chardonnay-2017-nathan-k.jpg,In stock,null
40,"Limniona ""Tyrnavos"" 2016 Zafeirakis",https://www.kingscountywines.com/limnonia-tyrnavos-2016-zafeirakis.html,23.99,"Organic Greek red. Nebbiolo-ish notes of blood, tea roses. Mt. Olympus!",2020-02-10 22:52:13.039734,https://cdn.shoplightspeed.com/shops/603808/files/14195108/limniona-tyrnavos-2016-zafeirakis.jpg,In stock,null
41,Toro Tinto Matsu 2018 El Picaro,https://www.kingscountywines.com/toro-tinto-matsu-2018-el-picaro.html,12.99,80-year-old vines tempranillo. Biodynamic. All your tempranillo expectations.,2020-02-10 22:52:13.243465,https://cdn.shoplightspeed.com/shops/603808/files/14213376/toro-tinto-matsu-2018-el-picaro.jpg,In stock,null
42,Riesling 1L 2018 Das Trocken,https://www.kingscountywines.com/riesling-1l-2018-das-trocken.html,14.99,"Good, reliable dry riesling in a size suitable for royalty.",2020-02-10 22:52:13.431441,https://cdn.shoplightspeed.com/shops/603808/files/14199009/riesling-1l-2018-das-trocken.jpg,In stock,null
43,Pinot Noir Practically 2017 Tincan*,https://www.kingscountywines.com/pinot-noir-practically-2017-tincan.html,31.99,"Zesty, white-pepper-tinged, very elegant PN. All natural, natch.",2020-02-10 22:52:13.650074,https://cdn.shoplightspeed.com/shops/603808/files/13704829/pinot-noir-practically-2017-tincan.jpg,In stock,null
44,Vinho Verde Rosé 2018 Lago,https://www.kingscountywines.com/vinho-verde-rose-2018-lago.html,11.99,"Family-run estate. Cheap, dry refreshment you can feel good about.",2020-02-10 22:52:13.848993,https://cdn.shoplightspeed.com/shops/603808/files/14088149/vinho-verde-rose-2018-lago.jpg,In stock,null
45,Valdiguié 2017 Folk Machine,https://www.kingscountywines.com/valdiguie-2017-folk-machine.html,25.99,"Gamay-ish, very plush. Oddly great with a bacon egg & cheese.",2020-02-10 22:52:14.050525,https://cdn.shoplightspeed.com/shops/603808/files/15360196/valdiguie-2017-folk-machine.jpg,In stock,null
46,Petit Manseng 2017 Early Mountain,https://www.kingscountywines.com/petit-manseng-2017-early-mountain.html,23.99,"Crisp, balanced Virginian white. For sipping or for dinner. Flawless.",2020-02-10 22:52:14.239685,https://cdn.shoplightspeed.com/shops/603808/files/14195150/petit-manseng-2017-early-mountain.jpg,In stock,null
47,La Côte Le Morget 2017 Henri Cruchon,https://www.kingscountywines.com/la-cote-le-morget-2016-domaine-henri-cruch.html,19.99,"Chasselas vines overlooking Lake Geneva. Rich, pure, focused. Excellent.",2020-02-10 22:52:14.459851,https://cdn.shoplightspeed.com/shops/603808/files/13704872/la-cote-le-morget-2017-henri-cruchon.jpg,In stock,null
48,Riesling Extreme Trocken Palmberg 2017 Stein,https://www.kingscountywines.com/riesling-extreme-trocken-palmberg-2017-stein.html,29.99,"Bone-dry, delicately floral, brown-sugar-scented stunner. Wunderbar.",2020-02-10 22:52:14.891061,https://cdn.shoplightspeed.com/shops/603808/files/13516483/riesling-extreme-trocken-palmberg-2017-stein.jpg,In stock,null
49,Pinot Blanc Estate 2017 Rebholz,https://www.kingscountywines.com/pinot-blanc-estate-dry-2017-rebholz.html,23.99,"Biodynamic, saline, honeydew-scented and blazingly dry. Exciting!",2020-02-10 22:52:15.148315,https://cdn.shoplightspeed.com/shops/603808/files/13023620/pinot-blanc-estate-2017-rebholz.jpg,In stock,null
50,"Beaune Rouge ""Grèves"" 2012 Berthelemot",https://www.kingscountywines.com/beaune-rouge-greves-2012-berthelemot.html,36.99,Polished premier-cru pinot noir from one of the few woman winemakers in the Côte d'Or.,2020-02-10 22:52:15.431639,https://cdn.shoplightspeed.com/shops/603808/files/14187572/beaune-rouge-greves-2012-berthelemot.jpg,In stock,null
51,Montepulciano d'Abruzzo 2017 Coste di Brenta,https://www.kingscountywines.com/montepulciano-dabruzzo-2017-coste-di-brenta.html,12.99,"Perfect party blaster, or on your dinner table, or for anything. Drink it.",2020-02-10 22:52:15.630039,https://cdn.shoplightspeed.com/shops/603808/files/14236356/montepulciano-dabruzzo-2017-coste-di-brenta.jpg,In stock,null
52,Xenomavro 2017 Haroula,https://www.kingscountywines.com/haroula-xenomavro-2016.html,18.99,"Remniscent of nebbiolo, mineral like teroldego, you want this.",2020-02-10 22:52:15.851061,https://cdn.shoplightspeed.com/shops/603808/files/13035122/xenomavro-2017-haroula.jpg,In stock,null
53,"Pauillac ""Echo"" 2014 Ch. Lynch-Bages",https://www.kingscountywines.com/pauillac-echo-2014-ch-lynch-bages.html,56.99,Old cab.,2020-02-10 22:52:16.056751,https://cdn.shoplightspeed.com/shops/603808/files/13022371/pauillac-echo-2014-ch-lynch-bages.jpg,In stock,null
54,Kosher Grüner Veltliner 2016 Queen Esther,https://www.kingscountywines.com/kosher-gruner-veltliner-2016-queen-esther.html,13.99,"Dry, versatile kosher gruner. You have made an excellent choice.",2020-02-10 22:52:16.265300,https://cdn.shoplightspeed.com/shops/603808/files/12923744/kosher-gruener-veltliner-2016-queen-esther.jpg,In stock,null
55,Kosher Pinot Noir 2016 Queen Esther,https://www.kingscountywines.com/kosher-pinot-noir-2016-queen-esther.html,16.99,"Really good, lushly-textured kosher pinot. At last!",2020-02-10 22:52:16.475092,https://cdn.shoplightspeed.com/shops/603808/files/12923742/kosher-pinot-noir-2016-queen-esther.jpg,In stock,null
56,Down the Rabbit Hole 2018 Cambridge Road,https://www.kingscountywines.com/down-the-rabbit-hole-2018-down-the-rabbit-holecamb.html,27.99,null,2020-02-10 22:52:16.673602,https://cdn.shoplightspeed.com/shops/603808/files/18051653/down-the-rabbit-hole-2018-cambridge-road.jpg,In stock,null
57,Pet-Nat 2018 Osmote,https://www.kingscountywines.com/pet-net-2018-osmote.html,21.99,"Juicy, dry, low-ABV natty sparkly. Stunning at brunch.",2020-02-10 22:52:16.875743,https://cdn.shoplightspeed.com/shops/603808/files/13594297/pet-nat-2018-osmote.jpg,In stock,null
58,Umsasane 2016 Aslina by Ntsiki Biyela,https://www.kingscountywines.com/umsasane-2016-aslina-by-ntsiki-biyela.html,29.99,"Bordeaux blend, plummy & soft; cocoa, coffee, cigar box aromas. Lady-made!",2020-02-10 22:52:17.077894,https://cdn.shoplightspeed.com/shops/603808/files/16289247/umsasane-2016-aslina-by-ntsiki-biyela.jpg,In stock,null
59,Barbaresco Serraboella 2015 Paitin,https://www.kingscountywines.com/barbaresco-serraboella-2015-paitin.html,44.99,"Correct, drinkable-right-now Barbaresco. Charming violet nose.",2020-02-10 22:52:17.266655,https://cdn.shoplightspeed.com/shops/603808/files/12887349/barbaresco-serraboella-2015-paitin.jpg,In stock,null
60,Le Pinot Noir 2017 Saint Verny Vignobles,https://www.kingscountywines.com/le-pinot-noir-2017-saint-verny-vignobles.html,12.99,Le Pinot Noir 2017 Saint Verny Vignobles,2020-02-10 22:52:17.470738,https://cdn.shoplightspeed.com/shops/603808/files/13023219/le-pinot-noir-2017-saint-verny-vignobles.jpg,In stock,null
61,Vino Rosso 2016 Manzone Fratelli,https://www.kingscountywines.com/vino-rosso-2016-manzone-fratelli.html,15.99,"Delicate, smoky, and fresh. Nebbiolo & dolcetto, a taste of Piedmont.",2020-02-10 22:52:17.713353,https://cdn.shoplightspeed.com/shops/603808/files/13033293/vino-rosso-2016-manzone-fratelli.jpg,In stock,null
62,Monsant Altaroses 2017 Joan D'Anguera*,https://www.kingscountywines.com/monsant-altaroses-2017-joan-danguera.html,23.99,"Like Priorat, but less devastating. Biodynamic-certified garnacha.",2020-02-10 22:52:17.942488,https://cdn.shoplightspeed.com/shops/603808/files/13595274/monsant-altaroses-2017-joan-danguera.jpg,In stock,null
63,Sauternes 1er Cru 375mL 2014 Ch. Guiraud,https://www.kingscountywines.com/sauternes-1er-cru-375ml-2013-ch-guiraud.html,40.99,Top-notch Sauternes across the street from Yquem.,2020-02-10 22:52:18.180462,https://cdn.shoplightspeed.com/shops/603808/files/13613698/sauternes-1er-cru-375ml-2014-chateau-guiraud.jpg,In stock,null
64,Frico Frizzante 250ml NV Scarpetta,https://www.kingscountywines.com/copy-of-frico-frizzante-187ml-nv-scarpetta.html,3.99,"Declassified prosecco in a can, from a legit producer in the Veneto. Salute!",2020-02-10 22:52:18.366077,https://cdn.shoplightspeed.com/shops/603808/files/12923728/frico-frizzante-250ml-nv-scarpetta.jpg,In stock,null
65,Sauvignon Blanc 2018 Le Petit Godon,https://www.kingscountywines.com/sauvignon-blanc-2017-le-petit-godon.html,12.99,"Mineral, grapefruity sauvignon. Reads like a cheap Sancerre.",2020-02-10 22:52:18.645649,https://cdn.shoplightspeed.com/shops/603808/files/12923436/sauvignon-blanc-2018-le-petit-godon.jpg,In stock,null
66,"Pinot Noir ""La Belouse"" 2017 L'Echelette",https://www.kingscountywines.com/pinot-noir-la-belouse-2017-lechelette.html,19.99,Well-made Burgundy you can afford! We found it!,2020-02-10 22:52:18.902792,https://cdn.shoplightspeed.com/shops/603808/files/14088189/pinot-noir-la-belouse-2017-lechelette.jpg,In stock,null
67,Chardonnay 2017 Barnard Griffin,https://www.kingscountywines.com/chardonnay-2016-barnard-griffin.html,14.99,"Here's your buttery chardonnay. This one is good, though.",2020-02-10 22:52:19.142862,https://cdn.shoplightspeed.com/shops/603808/files/12923689/chardonnay-2017-barnard-griffin.jpg,In stock,null
68,Chardonnay 2015 Brittan Vineyards,https://www.kingscountywines.com/chardonnay-2015-brittan-vineyards.html,43.99,"The Willamette Valley's best white Burgundy. Structured, mineral, complex.",2020-02-10 22:52:19.395704,https://cdn.shoplightspeed.com/shops/603808/files/12887438/chardonnay-2015-brittan-vineyards.jpg,In stock,null
69,Brunello di Montalcino 1.5L 2013 Il Palazzone,https://www.kingscountywines.com/brunello-di-montalcino-15l-2013-il-palazzone.html,178.99,"Small, family estate Brunello. Impeccably smooth sangiovese.",2020-02-10 22:52:19.624151,https://cdn.shoplightspeed.com/shops/603808/files/14217467/brunello-di-montalcino-15l-2013-il-palazzone.jpg,Out of stock,null
70,White Zinfandel 2018 Stowell Cellars,https://www.kingscountywines.com/white-zinfandel-2017-stowell-cellars.html,10.99,"If you like watermelon flavor Jolly Ranchers, wish you could drink em",2020-02-10 22:52:19.877840,https://cdn.shoplightspeed.com/shops/603808/files/13035078/white-zinfandel-2018-stowell-cellars.jpg,In stock,null
71,Semillon 2018 Maturana Wines,https://www.kingscountywines.com/semillon-2018-maturana-wines.html,22.99,"Skin-contact cool-climate orangey white. Evolves, seduces in the glass.",2020-02-10 22:52:20.051268,https://cdn.shoplightspeed.com/shops/603808/files/17597542/semillon-2018-maturana-wines.jpg,In stock,null
72,Sauvignon Blanc 2018 Villa Dugo,https://www.kingscountywines.com/sauvignon-blanc-2018-villa-dugo.html,13.99,"Racy, clean refresher with rosemary and mint notes. Unusual & great.",2020-02-10 22:52:20.460098,https://cdn.shoplightspeed.com/shops/603808/files/15099877/sauvignon-blanc-2018-villa-dugo.jpg,In stock,null
73,Montlouis Brut Nature 2017 Chidaine*,https://www.kingscountywines.com/montlouis-brut-2014-francois-chidaine.html,29.99,"Natural, Champagne-style chenin.  Like sparkling French toast.",2020-02-10 22:52:20.672717,https://cdn.shoplightspeed.com/shops/603808/files/16076891/montlouis-brut-nature-2017-chidaine.jpg,In stock,null
74,Gewurtztraminer 2017 Fritz Windisch,https://www.kingscountywines.com/gewurtztraminer-2015-fritz-windisch.html,12.99,"Semi-sweet, spicy gewurtz with a hefty German pedigree.",2020-02-10 22:52:20.874612,https://cdn.shoplightspeed.com/shops/603808/files/13606297/gewurtztraminer-2017-fritz-windisch.jpg,In stock,null
75,Red Absinthe 100mL Doc Herson's,https://www.kingscountywines.com/red-absinthe-100ml-doc-hersons.html,13.99,"Hibiscus-tinted, exotic local absinthe.  Perfect for your Sazerac.",2020-02-10 22:52:21.112714,https://cdn.shoplightspeed.com/shops/603808/files/13605770/red-absinthe-100ml-doc-hersons.jpg,In stock,null
76,Jabuka Aged Whiskey 100ml Moto Spirits,https://www.kingscountywines.com/jabuka-aged-whiskey-100ml-moto-spirits.html,10.99,Apple & rice whiskey from a Bushwick motorbike shop.,2020-02-10 22:52:21.311976,https://cdn.shoplightspeed.com/shops/603808/files/14244079/jabuka-aged-whiskey-100ml-moto-spirits.jpg,In stock,null
77,Pinot Grigio 1.5L 2018 Bella Vita,https://www.kingscountywines.com/pinot-grigio-15l-2018-bella-vita.html,17.99,"Party on, Garth.",2020-02-10 22:52:21.504730,https://cdn.shoplightspeed.com/shops/603808/files/14213765/pinot-grigio-15l-2018-bella-vita.jpg,In stock,null
78,Bunny Sparkling Blueberry Sake NV Umenoyado Shuzo,https://www.kingscountywines.com/bunny-sparkling-blueberry-sake-nv-umenoyado-shuzo.html,11.99,"Real blueberry, real sake, real sparkly.  Drink it.",2020-02-10 22:52:21.685684,https://cdn.shoplightspeed.com/shops/603808/files/13595073/bunny-sparkling-blueberry-sake-nv-umenoyado-shuzo.jpg,In stock,"STAFF PICK!Day drinking is a zesty proposition but most people are too timid to embrace the task. I’m not just talking about drinking when the sun is up, but drinking in the morning. Let’s talk about brunch, baby! In the morning we tend to seek out the predictable: mimosa, aperol spritz, Bloody Mary, maybe an Irish coffee, but if you treat the task a little more creatively you can experience something magical. Lazy days are best started with something low-alcohol, sweet, and fun. This blueberry sparkling sake checks all the boxes. It’s perfectly sweet from fruit harvested near the brewery in Japan and the sake adds a mouthwatering salinity while the tiny bubbles keep it optimistic. Serve this out of flutes next to eggs and bacon and you’ll never go back to Bellinis again.–Tammie"
79,Kosher Sauvignon Blanc 2019 Terra Vega,https://www.kingscountywines.com/kosher-sauvignon-blanc-2017-terra-vega.html,10.99,Kosher Sauvignon Blanc with notes of passionfruit and fresh citrus.,2020-02-10 22:52:21.875651,https://cdn.shoplightspeed.com/shops/603808/files/14213974/kosher-sauvignon-blanc-2019-terra-vega.jpg,In stock,null
80,"Amaro ""Marseille"" 375ml Forthave Spirits",https://www.kingscountywines.com/amaro-marseille-375ml-forthave-spirits.html,26.99,"Local amaro! Spices, rhubarb, and a pleasant aroma like mint tea.",2020-02-10 22:52:22.092893,https://cdn.shoplightspeed.com/shops/603808/files/14041499/amaro-marseille-375ml-forthave-spirits.jpg,In stock,"STAFF PICK!This local amaro by Forthave Spirits has warm notes of cinnamon as well as herbal and refreshing eucalyptus and mint. Distilled from organic botanicals in Bed-Stuy, it smells like a warm cup of peppermint tea with honey. The raw honey in this recipe adds a soft, subtle sweetness to perfectly balance the bitter digestif.The original herbal concoction that inspired this amaro was used as a medicinal tonic by medieval thieves caught stealing from plague victims in Marseille. Although there are no medicinal benefits associated with this amaro today, it’s sure to be enjoyed neat or on ice as a digestif. It can also serve as a unique ingredient in a number of cocktails. –Emily"
81,Sauvignon Blanc 2019 Tablelands,https://www.kingscountywines.com/sauvignon-blanc-2018-tablelands.html,14.99,All the grassy gooseberry grapefruit you can gulp.,2020-02-10 22:52:22.280709,https://cdn.shoplightspeed.com/shops/603808/files/13611451/sauvignon-blanc-2019-tablelands.jpg,In stock,null
82,Costers del Segre Blanco 2017 Petit Sios,https://www.kingscountywines.com/costers-del-segre-blanco-2016-petit-sios.html,14.99,"Toasty, fresh, dry Catalan viognier blend. Organic, sustainable, really good.",2020-02-10 22:52:22.470901,https://cdn.shoplightspeed.com/shops/603808/files/13613751/costers-del-segre-blanco-2017-petit-sios.jpg,In stock,null
83,Apricot Liqueur 750ml Rothman & Winter,https://www.kingscountywines.com/apricot-liqueur-rothman-winter.html,27.99,Made with apricot eau-de-vie as a base and real apricot juice.,2020-02-10 22:52:22.681997,https://cdn.shoplightspeed.com/shops/603808/files/4702298/apricot-liqueur-750ml-rothman-winter.jpg,In stock,null
84,Vermouth Antica Formula 1L Carpano,https://www.kingscountywines.com/vermouth-antica-formula-1l-carpano.html,36.99,Classic top-shelf. Make that Manhattan a special one.,2020-02-10 22:52:22.887684,https://cdn.shoplightspeed.com/shops/603808/files/14088161/vermouth-antica-formula-1l-carpano.jpg,In stock,null
85,Pinot Blanc 2018 Emile Beyer,https://www.kingscountywines.com/pinot-blanc-2017-emile-beyer.html,16.99,"Chamomile aromas and a nice, brisk acidity.  Ideal!",2020-02-10 22:52:23.831498,https://cdn.shoplightspeed.com/shops/603808/files/14197434/pinot-blanc-2018-emile-beyer.jpg,In stock,null
86,Pinot Noir 2016 Otto's Constant Dream,https://www.kingscountywines.com/pinot-noir-2016-ottos-constant-dream-4544171.html,14.99,"Excellent, textbook NZ pinot noir. Weirdly great value.",2020-02-10 22:52:24.024550,https://cdn.shoplightspeed.com/shops/603808/files/14039265/pinot-noir-2016-ottos-constant-dream.jpg,In stock,null
87,Montepulciano 1.5L 2018 Bella Vita,https://www.kingscountywines.com/montepulciano-15l-2017-bella-vita.html,17.99,"Party on, Wayne.",2020-02-10 22:52:24.224784,https://cdn.shoplightspeed.com/shops/603808/files/14213756/montepulciano-15l-2018-bella-vita.jpg,In stock,null
88,Madeira Rainwater NV Henriques & Henriques,https://www.kingscountywines.com/madeira-rainwater-nv-henriques-henriques.html,18.99,Sweet wine that's not too sweet.,2020-02-10 22:52:24.420162,https://cdn.shoplightspeed.com/shops/603808/files/14239444/madeira-rainwater-nv-henriques-henriques.jpg,In stock,null
89,Recioto della Valpolicella 2012 La Dama,https://www.kingscountywines.com/recioto-della-valpolicella-2012-la-dama.html,29.99,Classic sweet wine made from raisinated Amarone grapes. Haunting.,2020-02-10 22:52:24.627363,https://cdn.shoplightspeed.com/shops/603808/files/13613552/recioto-della-valpolicella-2012-la-dama.jpg,In stock,null
90,Malbec 2017 Durigutti,https://www.kingscountywines.com/malbec-2017-durigutti.html,16.99,"Textbook Mendoza. Muscular, jammy, plush.",2020-02-10 22:52:24.847195,https://cdn.shoplightspeed.com/shops/603808/files/14195128/malbec-2017-durigutti.jpg,In stock,null
91,Gamay Noir 2018 Sheldrake Point Winery,https://www.kingscountywines.com/gamay-noir-2016-sheldrake-point-winery.html,16.99,Exuberant gamay from a very cool appellation.,2020-02-10 22:52:25.041044,https://cdn.shoplightspeed.com/shops/603808/files/17597149/gamay-noir-2018-sheldrake-point-winery.jpg,In stock,null
92,Finger Lakes Dry Riesling 2017 Ravines,https://www.kingscountywines.com/dry-riesling-finger-lakes-2016-ravines.html,17.99,"Citrusy, with a tight mineral core.  Expertly done.  Sustainable.",2020-02-10 22:52:25.231632,https://cdn.shoplightspeed.com/shops/603808/files/13605868/finger-lakes-dry-riesling-2017-ravines.jpg,In stock,null
93,Priorat 2016 Cesca Vicent,https://www.kingscountywines.com/priorat-2016-cesca-vicent.html,20.99,"Natural, old-vines garnacha! Kaboom.",2020-02-10 22:52:25.422522,https://cdn.shoplightspeed.com/shops/603808/files/14198484/priorat-2016-cesca-vicent.jpg,Out of stock,null
94,Pinot Noir 2017 Roblar Winery*,https://www.kingscountywines.com/pinot-noir-2017-roblar-winery.html,12.99,Yeah we tasted it. It's good! For $13 domestic Pinot Noir.,2020-02-10 22:52:25.609844,https://cdn.shoplightspeed.com/shops/603808/files/13034941/pinot-noir-2017-roblar-winery.jpg,In stock,null
95,Tinto 2017 La Posta,https://www.kingscountywines.com/tinto-2017-la-posta.html,15.99,"Malbec, syrah, bonarda. Earthy, spicy, cherry jam.",2020-02-10 22:52:25.870725,https://cdn.shoplightspeed.com/shops/603808/files/14039194/tinto-2017-la-posta.jpg,In stock,null
96,Uivo Douro Riserva Branco 2017 Velhas,https://www.kingscountywines.com/douro-riserva-branco-2017-velhas.html,18.99,"Big, gutsy white. Some barrel age, yet still agile and pretty.",2020-02-10 22:52:26.315293,https://cdn.shoplightspeed.com/shops/603808/files/13704780/uivo-douro-riserva-branco-2017-velhas.jpg,In stock,null
97,Erbaluce di Caluso “Al Bacio” 2018 Orsolani,https://www.kingscountywines.com/erbaluce-di-caluso-al-bacio-2018-orsolani.html,17.99,Mouthwatering acidity and grass-and-melon perfume.,2020-02-10 22:52:26.510603,https://cdn.shoplightspeed.com/shops/603808/files/14189408/erbaluce-di-caluso-al-bacio-2018-orsolani.jpg,In stock,null
98,Bordeaux Supérieur Pur Merlot 2015 Mingot,https://www.kingscountywines.com/bordeaux-superieur-pur-merlot-2015-mingot.html,19.99,"Soft, supple 100% merlot. Richly textured, inviting. Natural.",2020-02-10 22:52:26.722054,https://cdn.shoplightspeed.com/shops/603808/files/13594317/bordeaux-superieur-pur-merlot-2015-mingot.jpg,In stock,null
99,"Verdicchio ""Albiano"" 2018 Marotti Campi",https://www.kingscountywines.com/verdicchio-albiano-2018-marotti-campi.html,12.99,"Crisp, flinty white from Italy's Adriatic coast. Chug it.",2020-02-10 22:52:26.928082,https://cdn.shoplightspeed.com/shops/603808/files/14213383/verdicchio-albiano-2018-marotti-campi.jpg,In stock,null
100,Prosecco Fagher NV 375mL Le Colture,https://www.kingscountywines.com/prosecco-di-valdobbiadene-nv-375ml-le-colture.html,12.99,Celebrate something minor.,2020-02-10 22:52:27.127266,https://cdn.shoplightspeed.com/shops/603808/files/13613492/prosecco-fagher-nv-375ml-le-colture.jpg,In stock,null
101,Elbling Sekt NV Hild,https://www.kingscountywines.com/elbling-sekt-nv-hild.html,19.99,"Champagne-method ancestral grape. Green, citrus fruit. It's a yes from us, dog.",2020-02-10 22:52:27.416292,https://cdn.shoplightspeed.com/shops/603808/files/16014998/elbling-sekt-nv-hild.jpg,In stock,null
102,Mâcon-Serrières Rouge 2018 La Greffière,https://www.kingscountywines.com/macon-serrieres-rouge-2018-la-greffiere.html,14.99,Excellent gamay from limestone soils. Gulp it up.,2020-02-10 22:52:27.631086,https://cdn.shoplightspeed.com/shops/603808/files/14222025/macon-serrieres-rouge-2018-la-greffiere.jpg,In stock,null
103,Rkatsiteli 2016 Giuaani,https://www.kingscountywines.com/rkatsiteli-2016-giuaani.html,13.99,"Georgian specialty. Roasted fennel, pear; a savory, long finish. Wow.",2020-02-10 22:52:27.818206,https://cdn.shoplightspeed.com/shops/603808/files/13515938/rkatsiteli-2016-giuaani.jpg,In stock,null
104,Sparkling Rosé (Can) 250ml West + Wilder,https://www.kingscountywines.com/sparkling-rose-can-250ml-west-wilder.html,5.99,"Crisp, fresh, & bubbly. Have a cute little party.",2020-02-10 22:52:28.011754,https://cdn.shoplightspeed.com/shops/603808/files/13516455/sparkling-rose-can-250ml-west-wilder.jpg,In stock,null
105,"Bardolino ""Dafne"" 2018 Benazzoli",https://www.kingscountywines.com/bardolino-dafne-2018-benazzoli.html,15.99,"Light, juicy, cherry-scented red, built for gulping. Chill.",2020-02-10 22:52:28.225385,https://cdn.shoplightspeed.com/shops/603808/files/13594189/bardolino-dafne-2018-benazzoli.jpg,In stock,null
106,"Minervois ""La Bastide"" 2018 Coupe-Roses",https://www.kingscountywines.com/minervois-la-bastide-2018-coupe-roses.html,14.99,"Carignan+grenache. All-solar, minimal SO2, legendary producer.",2020-02-10 22:52:28.420409,https://cdn.shoplightspeed.com/shops/603808/files/16665347/minervois-la-bastide-2018-coupe-roses.jpg,In stock,null
107,"Bordeaux Rouge ""Tellus Vinea"" 2018 Figeac",https://www.kingscountywines.com/bordeaux-rouge-tellus-vinea-2017-figeac.html,17.99,"Merlot and cab franc. Ample cherry fruit, old attic aromas. Delicious and natural.",2020-02-10 22:52:28.622545,https://cdn.shoplightspeed.com/shops/603808/files/13122877/bordeaux-rouge-tellus-vinea-2018-figeac.jpg,In stock,null
108,Cinsault 2017 Turbigo,https://www.kingscountywines.com/cinsault-2017-turbigo.html,24.99,Made in Paris! Grown in the Rhône. 100% Cinsault. Vive la France!,2020-02-10 22:52:28.822307,https://cdn.shoplightspeed.com/shops/603808/files/13516498/cinsault-2017-turbigo.jpg,In stock,null
109,Amarone 2012 Rubinelli Vajol,https://www.kingscountywines.com/amarone-2012-rubinelli-vajol.html,59.99,"Good clarity, not too heavy. Aromas of cherry preserves & dates.",2020-02-10 22:52:29.025602,https://cdn.shoplightspeed.com/shops/603808/files/16173283/amarone-2012-rubinelli-vajol.jpg,In stock,null
110,Meursault Les Narvaux 2017 Chavy-Chouet,https://www.kingscountywines.com/meursault-les-narvaux-2017-chavy-chouet.html,74.99,"Delicate, mineral, creamy, bright, nutty, long. Perfect.",2020-02-10 22:52:29.244128,https://cdn.shoplightspeed.com/shops/603808/files/13613423/meursault-les-narvaux-2017-chavy-chouet.jpg,In stock,null
111,Pinot Noir 2017 Illahe Vineyards,https://www.kingscountywines.com/pinot-noir-2017-illahe-vineyards.html,27.99,"Clean, bright, supple pinot. Horse-powered vineyard. Refreshing, real good.",2020-02-10 22:52:29.462947,https://cdn.shoplightspeed.com/shops/603808/files/13122903/pinot-noir-2017-illahe-vineyards.jpg,In stock,null
112,Chenin 2016 Field Recordings,https://www.kingscountywines.com/chenin-2016-field-recordings.html,24.99,"Acacia-aged chenin from Santa Barbara. Clean, dry, finishes long. A+",2020-02-10 22:52:29.667786,https://cdn.shoplightspeed.com/shops/603808/files/13122917/chenin-2016-field-recordings.jpg,In stock,null
113,Kosher Brut NV Backsberg,https://www.kingscountywines.com/kosher-brut-nv-backsberg.html,28.99,"Champagne grapes (chardonnay & pinot noir), Champagne method. Moussy.",2020-02-10 22:52:29.865990,https://cdn.shoplightspeed.com/shops/603808/files/13022892/kosher-brut-nv-backsberg.jpg,In stock,null
114,Kosher Pinotage 2017 Backsberg,https://www.kingscountywines.com/pinotage-kosher-2017-backsberg.html,17.99,"Supply-textured, mulberry-&-vanilla-scented, dry-but-juicy dinner red.",2020-02-10 22:52:30.050080,https://cdn.shoplightspeed.com/shops/603808/files/13039676/kosher-pinotage-2017-backsberg.jpg,In stock,null
115,Riesling Watervale 2018 Koerner,https://www.kingscountywines.com/riesling-watervale-2018-koerner.html,25.99,"Biodynamic, lees-aged, full-throttle dry riesling. Astonishing.",2020-02-10 22:52:30.288960,https://cdn.shoplightspeed.com/shops/603808/files/13023685/riesling-watervale-2018-koerner.jpg,In stock,null
